Sun Jun 10 02:35:46 2018

   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command
      76001.7        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76003.4        1.8(1.8)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76003.8        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76004.2        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76004.6        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76005.1        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76008.8        3.7             BSC_read                      3                202ca000         1000             0                 1597f9            3  go
      76011.8        3.0(3.0)        BSC_read                      0                ba7              0                3f42              1597f9            3  go
      76017.4        5.6             BSC_close                     3                202ca000         1000             0                 1597f9            3  go
      76020.7        3.2(3.2)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76043.9       23.2             BSC_open                      203370e0         1000000          0                0                 1597f9            3  go
      76049.3        5.4(5.4)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76050.3        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76052.0        1.7(1.7)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76052.4        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76052.8        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76053.1        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go


Number of microsecs since in last page    292.7
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

      76053.7        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76055.7        2.0             BSC_read                      3                202cb000         1000             0                 1597f9            3  go
      76059.3        3.7(3.7)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76066.4        7.0             BSC_close                     3                202cb000         1000             0                 1597f9            3  go
      76069.8        3.4(3.4)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76092.4       22.6             BSC_open                      203371d0         1000000          0                0                 1597f9            3  go
      76097.4        5.0(5.0)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76098.3        0.9             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76100.1        1.8(1.8)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76100.5        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76100.9        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76101.2        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76101.7        0.5(0.5)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76106.0        4.3             BSC_read                      3                20376000         1000             0                 1597f9            3  go
      76109.2        3.2(3.2)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76114.7        5.5             BSC_close                     3                20376000         1000             0                 1597f9            3  go
      76118.1        3.4(3.4)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76137.9       19.8             BSC_open                      20337260         1000000          0                0                 1597f9            3  go
      76143.1        5.2(5.2)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76144.0        0.9             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76145.7        1.7(1.7)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76146.1        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76146.5        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76146.8        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76147.3        0.5(0.5)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76149.2        1.9             BSC_read                      3                20377000         1000             0                 1597f9            3  go
      76151.7        2.5(2.5)        BSC_read                      0                181              0                3f42              1597f9            3  go
      76156.3        4.6             BSC_close                     3                20377000         1000             0                 1597f9            3  go
      76159.6        3.3(3.4)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76173.3       13.6             BSC_open                      20337320         1000000          0                0                 1597f9            3  go
      76177.7        4.5(4.5)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76178.7        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76180.3        1.7(1.7)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76180.7        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76181.0        0.3(0.3)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76181.3        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76181.9        0.5(0.5)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76185.9        4.1             BSC_read                      3                20378000         1000             0                 1597f9            3  go
      76189.5        3.6(3.6)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76195.1        5.6             BSC_close                     3                20378000         1000             0                 1597f9            3  go
      76198.6        3.5(3.5)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76215.2       16.6             BSC_open                      203373e0         1000000          0                0                 1597f9            3  go
      76220.2        4.9(4.9)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76221.1        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76222.8        1.6(1.6)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76223.2        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76223.5        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76223.9        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76224.4        0.5(0.5)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76226.7        2.3             BSC_read                      3                20379000         1000             0                 1597f9            3  go
      76230.1        3.4(3.4)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76236.3        6.2             BSC_close                     3                20379000         1000             0                 1597f9            3  go
      76239.8        3.5(3.5)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76252.9       13.1             BSC_open                      20337440         1000000          0                0                 1597f9            3  go
      76257.9        4.9(4.9)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76258.9        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76260.5        1.6(1.6)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76260.9        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76261.3        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76261.6        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76262.1        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76266.0        3.9             BSC_read                      3                20490000         1000             0                 1597f9            3  go
      76269.3        3.3(3.3)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76274.4        5.1             BSC_close                     3                20490000         1000             0                 1597f9            3  go


Number of microsecs since in last page    224.1
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

      76277.8        3.4(3.4)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76294.3       16.6             BSC_open                      203374a0         1000000          0                0                 1597f9            3  go
      76299.4        5.0(5.0)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76300.4        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76302.0        1.6(1.6)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76302.4        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76302.8        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76303.1        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76303.6        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76305.5        1.9             BSC_read                      3                20491000         1000             0                 1597f9            3  go
      76308.8        3.3(3.3)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76315.8        7.0             BSC_close                     3                20491000         1000             0                 1597f9            3  go
      76319.2        3.5(3.5)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76325.4        6.1             BSC_open                      20337500         1000000          0                0                 1597f9            3  go
      76329.8        4.4(4.4)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76330.6        0.9             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76332.1        1.5(1.5)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76332.5        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76332.9        0.3(0.3)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76333.2        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76333.8        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76337.7        3.9             BSC_read                      3                20492000         1000             0                 1597f9            3  go
      76340.9        3.2(3.2)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76346.3        5.3             BSC_close                     3                20492000         1000             0                 1597f9            3  go
      76349.5        3.3(3.3)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76367.4       17.8             BSC_open                      20337590         1000000          0                0                 1597f9            3  go
      76372.6        5.2(5.2)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76373.6        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76375.3        1.7(1.7)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76375.7        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76376.1        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76376.4        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76376.9        0.5(0.5)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76378.8        1.9             BSC_read                      3                20493000         1000             0                 1597f9            3  go
      76382.0        3.2(3.2)        BSC_read                      0                1000             0                3f42              1597f9            3  go
      76388.2        6.2             BSC_close                     3                20493000         1000             0                 1597f9            3  go
      76391.7        3.5(3.5)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76412.3       20.6             BSC_open                      203375f0         1000000          0                0                 1597f9            3  go
      76417.4        5.2(5.2)        BSC_open                      0                3                0                3f42              1597f9            3  go
      76418.5        1.0             BSC_kevent                    4                202f1568         2                0                 1597f9            3  go
      76420.1        1.6(1.6)        BSC_kevent                    0                0                0                3f42              1597f9            3  go
      76420.5        0.4             BSC_fcntl                     3                3                0                0                 1597f9            3  go
      76420.9        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76421.2        0.3             BSC_fcntl                     3                4                4                0                 1597f9            3  go
      76421.8        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            3  go
      76425.7        4.0             BSC_read                      3                20494000         1000             0                 1597f9            3  go
      76428.6        2.8(2.8)        BSC_read                      0                9ba              0                3f42              1597f9            3  go
      76434.1        5.6             BSC_close                     3                20494000         1000             0                 1597f9            3  go
      76437.6        3.5(3.5)        BSC_close                     0                0                0                3f42              1597f9            3  go
      76463.9       26.3(12444.0)    BSC_select                    0                0                0                3f42              1597f4            2  go
      76467.1        3.1             BSC_select                    0                0                0                0                 1597f4            2  go
      76494.9       27.8             BSC_stat64                    20337620         2048fca8         1000             0                 1597f9            0  go
      76499.6        4.7(4.7)        BSC_stat64                    2                0                0                3f42              1597f9            0  go
      76512.5       12.9             BSC_stat64                    20337680         2048fd78         1000             0                 1597f9            0  go
      76515.4        2.9(2.9)        BSC_stat64                    2                0                0                3f42              1597f9            0  go
      76532.0       16.6             BSC_stat64                    203376b0         204cbd78         1000             0                 1597f9            0  go
      76534.8        2.8(2.8)        BSC_stat64                    2                0                0                3f42              1597f9            0  go
      76536.9        2.0             BSC_stat64                    2038a2c0         204cbe48         1000             0                 1597f9            0  go
      76542.2        5.3(5.3)        BSC_stat64                    0                0                0                3f42              1597f9            0  go
      76545.0        2.8             BSC_stat64                    20337710         204cbf18         1000             0                 1597f9            0  go
      76547.1        2.2(2.2)        BSC_stat64                    2                0                0                3f42              1597f9            0  go
      76553.9        6.7             BSC_lstat64                   203fcd30         204e4038         1000             0                 1597f9            0  go
      76558.1        4.3(4.3)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76559.6        1.5             BSC_readlink                  203fcd35         2037a500         80               0                 1597f9            0  go


Number of microsecs since in last page    284.7
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

      76562.5        2.9(2.9)        BSC_readlink                  0                b                0                3f42              1597f9            0  go
      76565.5        3.0             BSC_lstat64                   2038a300         204e4108         80               0                 1597f9            0  go
      76569.4        3.9(3.9)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76571.7        2.3             BSC_lstat64                   2038a340         204e41d8         80               0                 1597f9            0  go
      76573.6        1.9(1.9)        BSC_lstat64                   2                0                0                3f42              1597f9            0  go
      76575.9        2.3             BSC_lstat64                   203fcd90         204e42a8         80               0                 1597f9            0  go
      76579.1        3.2(3.2)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76581.3        2.1             BSC_lstat64                   203fcda0         204e4378         80               0                 1597f9            0  go
      76584.4        3.1(3.1)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76586.2        1.8             BSC_lstat64                   203fcdc0         204e4448         80               0                 1597f9            0  go
      76588.9        2.7(2.7)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76590.0        1.1             BSC_lstat64                   2038a380         204e4518         80               0                 1597f9            0  go
      76591.6        1.6(1.6)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76592.7        1.1             BSC_lstat64                   2038a3c0         204e45e8         80               0                 1597f9            0  go
      76594.5        1.8(1.8)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76597.4        3.0             BSC_stat64                    2038a400         204e46b8         80               0                 1597f9            0  go
      76601.4        3.9(3.9)        BSC_stat64                    0                0                0                3f42              1597f9            0  go
      76604.6        3.2             BSC_open                      2038a4c0         1000000          0                0                 1597f9            0  go
      76610.1        5.5(5.5)        BSC_open                      0                3                0                3f42              1597f9            0  go
      76611.4        1.3             BSC_kevent                    4                202f0d88         2                0                 1597f9            0  go
      76613.4        2.0(2.0)        BSC_kevent                    16               0                0                3f42              1597f9            0  go
      76625.1       11.7             BSC_getdirentries64           3                20495000         1000             202f0d68          1597f9            0  go
      76639.5       14.4(14.4)       BSC_getdirentries64           0                a0               0                3f42              1597f9            0  go
      76641.7        2.2             BSC_getdirentries64           3                20495000         1000             202f0d68          1597f9            0  go
      76646.4        4.8(4.8)        BSC_getdirentries64           0                0                0                3f42              1597f9            0  go
      76648.2        1.8             BSC_lstat64                   20337800         204e4788         1000             202f0d68          1597f9            0  go
      76653.4        5.3(5.3)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76654.6        1.2             BSC_lstat64                   20337890         204e4858         1000             202f0d68          1597f9            0  go
      76657.5        2.9(2.9)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76658.3        0.9             BSC_lstat64                   20337950         204e4928         1000             202f0d68          1597f9            0  go
      76660.9        2.6(2.6)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76661.8        0.8             BSC_close                     3                204e4928         1000             202f0d68          1597f9            0  go
      76664.7        2.9(2.9)        BSC_close                     0                0                0                3f42              1597f9            0  go
      76671.0        6.4             BSC_open                      203379b0         1000000          0                202f0d68          1597f9            0  go
      76676.0        5.0(5.0)        BSC_open                      0                3                0                3f42              1597f9            0  go
      76677.1        1.1             BSC_kevent                    4                202f0d40         2                0                 1597f9            0  go
      76679.2        2.1(2.1)        BSC_kevent                    0                0                0                3f42              1597f9            0  go
      76679.7        0.5             BSC_fcntl                     3                3                0                0                 1597f9            0  go
      76680.1        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            0  go
      76680.5        0.3             BSC_fcntl                     3                4                4                0                 1597f9            0  go
      76681.2        0.7(0.7)        BSC_fcntl                     0                0                0                3f42              1597f9            0  go
      76685.5        4.3             BSC_read                      3                204ea000         1000             0                 1597f9            0  go
      76689.5        4.0(4.0)        BSC_read                      0                bf4              0                3f42              1597f9            0  go
      76695.3        5.8             BSC_close                     3                204ea000         1000             0                 1597f9            0  go
      76699.9        4.6(4.6)        BSC_close                     0                0                0                3f42              1597f9            0  go
      76720.4       20.5             BSC_open                      20337a10         1000000          0                0                 1597f9            0  go
      76726.7        6.2(6.2)        BSC_open                      0                3                0                3f42              1597f9            0  go
      76727.7        1.1             BSC_kevent                    4                202f0d40         2                0                 1597f9            0  go
      76729.7        2.0(2.0)        BSC_kevent                    0                0                0                3f42              1597f9            0  go
      76730.1        0.4             BSC_fcntl                     3                3                0                0                 1597f9            0  go
      76730.5        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            0  go
      76730.9        0.3             BSC_fcntl                     3                4                4                0                 1597f9            0  go
      76731.4        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            0  go
      76733.6        2.2             BSC_read                      3                204eb000         1000             0                 1597f9            0  go
      76737.8        4.2(4.2)        BSC_read                      0                1000             0                3f42              1597f9            0  go
      76746.8        8.9             BSC_close                     3                204eb000         1000             0                 1597f9            0  go
      76750.5        3.8(3.8)        BSC_close                     0                0                0                3f42              1597f9            0  go
      76785.2       34.6             BSC_open                      20337aa0         1000000          0                0                 1597f9            0  go
      76791.5        6.4(6.4)        BSC_open                      0                3                0                3f42              1597f9            0  go
      76792.7        1.2             BSC_kevent                    4                202f0d40         2                0                 1597f9            0  go
      76794.6        1.9(1.9)        BSC_kevent                    0                0                0                3f42              1597f9            0  go
      76795.0        0.4             BSC_fcntl                     3                3                0                0                 1597f9            0  go
      76795.4        0.4(0.4)        BSC_fcntl                     0                0                0                3f42              1597f9            0  go
      76795.8        0.4             BSC_fcntl                     3                4                4                0                 1597f9            0  go


Number of microsecs since in last page    233.8
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

      76796.3        0.6(0.6)        BSC_fcntl                     0                0                0                3f42              1597f9            0  go
      76800.7        4.4             BSC_read                      3                20410000         1000             0                 1597f9            0  go
      76804.3        3.5(3.5)        BSC_read                      0                1000             0                3f42              1597f9            0  go
      76810.8        6.5             BSC_close                     3                20410000         1000             0                 1597f9            0  go
      76814.6        3.9(3.9)        BSC_close                     0                0                0                3f42              1597f9            0  go
      76852.2       37.6             BSC_stat64                    20337b00         204e49f8         1000             0                 1597f9            0  go
      76855.1        2.9(2.9)        BSC_stat64                    2                0                0                3f42              1597f9            0  go
      76860.2        5.1             BSC_stat64                    20337b30         204e4ac8         1000             0                 1597f9            0  go
      76861.7        1.5(1.5)        BSC_stat64                    2                0                0                3f42              1597f9            0  go
      76862.9        1.2             BSC_stat64                    2038a840         204e4b98         1000             0                 1597f9            0  go
      76866.6        3.7(3.7)        BSC_stat64                    0                0                0                3f42              1597f9            0  go
      76868.1        1.5             BSC_stat64                    20337b60         204e4c68         1000             0                 1597f9            0  go
      76869.2        1.1(1.1)        BSC_stat64                    2                0                0                3f42              1597f9            0  go
      76871.4        2.1             BSC_lstat64                   203fcfb0         204e4d38         1000             0                 1597f9            0  go
      76873.2        1.8(1.8)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76873.9        0.7             BSC_readlink                  203fcfb5         2037a900         80               0                 1597f9            0  go
      76875.5        1.6(1.6)        BSC_readlink                  0                b                0                3f42              1597f9            0  go
      76877.3        1.8             BSC_lstat64                   2038a8a0         204e4e08         80               0                 1597f9            0  go
      76879.2        1.9(1.9)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76880.4        1.2             BSC_lstat64                   2038a8e0         204e4ed8         80               0                 1597f9            0  go
      76881.5        1.2(1.2)        BSC_lstat64                   2                0                0                3f42              1597f9            0  go
      76882.9        1.4             BSC_lstat64                   203fd010         204e4fa8         80               0                 1597f9            0  go
      76884.4        1.5(1.5)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76885.4        1.0             BSC_lstat64                   203fd020         204e5078         80               0                 1597f9            0  go
      76886.9        1.5(1.5)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76887.8        1.0             BSC_lstat64                   203fd040         204e5148         80               0                 1597f9            0  go
      76889.4        1.5(1.5)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76890.4        1.0             BSC_lstat64                   2038a940         204e5218         80               0                 1597f9            0  go
      76891.9        1.5(1.5)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76893.0        1.1             BSC_lstat64                   2038aa00         204e52e8         80               0                 1597f9            0  go
      76894.6        1.6(1.6)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76897.0        2.4             BSC_stat64                    2038aa40         204e53b8         80               0                 1597f9            0  go
      76899.2        2.2(2.2)        BSC_stat64                    0                0                0                3f42              1597f9            0  go
      76902.3        3.1             BSC_open                      2038ab80         1000000          0                0                 1597f9            0  go
      76906.7        4.4(4.4)        BSC_open                      0                3                0                3f42              1597f9            0  go
      76907.8        1.1             BSC_kevent                    4                202f15b0         2                0                 1597f9            0  go
      76909.4        1.6(1.6)        BSC_kevent                    16               0                0                3f42              1597f9            0  go
      76911.9        2.6             BSC_getdirentries64           3                20411000         1000             202f1590          1597f9            0  go
      76927.9       16.0(16.0)       BSC_getdirentries64           0                228              0                3f42              1597f9            0  go
      76931.0        3.1             BSC_getdirentries64           3                20411000         1000             202f1590          1597f9            0  go
      76935.6        4.6(4.6)        BSC_getdirentries64           0                0                0                3f42              1597f9            0  go
      76937.2        1.6             BSC_lstat64                   20337c20         204e5558         1000             202f1590          1597f9            0  go
      76941.7        4.5(4.5)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76942.8        1.1             BSC_lstat64                   20337cb0         204e5628         1000             202f1590          1597f9            0  go
      76945.4        2.7(2.7)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76946.3        0.8             BSC_lstat64                   20337d10         204e56f8         1000             202f1590          1597f9            0  go
      76948.8        2.6(2.6)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76949.7        0.9             BSC_lstat64                   20337dd0         204e57c8         1000             202f1590          1597f9            0  go
      76952.4        2.7(2.7)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76953.3        0.8             BSC_lstat64                   20337e60         204e5898         1000             202f1590          1597f9            0  go
      76956.5        3.2(3.2)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76957.3        0.8             BSC_lstat64                   20337ec0         204e5968         1000             202f1590          1597f9            0  go
      76959.9        2.6(2.6)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76960.7        0.8             BSC_lstat64                   20337f50         204e5a38         1000             202f1590          1597f9            0  go
      76963.5        2.8(2.8)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76964.4        0.8             BSC_lstat64                   20337fb0         204e5b08         1000             202f1590          1597f9            0  go
      76967.0        2.6(2.6)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76968.5        1.5             BSC_lstat64                   2032e090         204e5bd8         1000             202f1590          1597f9            0  go
      76971.3        2.8(2.8)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76972.1        0.8             BSC_lstat64                   2032e150         204e5ca8         1000             202f1590          1597f9            0  go
      76974.8        2.7(2.7)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76975.6        0.8             BSC_lstat64                   2032e210         204e5d78         1000             202f1590          1597f9            0  go
      76978.2        2.5(2.5)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76979.1        0.9             BSC_lstat64                   2038ac00         204e5e48         1000             202f1590          1597f9            0  go


Number of microsecs since in last page    185.4
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

      76981.8        2.7(2.7)        BSC_lstat64                   0                0                0                3f42              1597f9            0  go
      76982.6        0.8             BSC_lstat64                   2038ac60         204e5f18         1000             202f1590          1597f9            0  go
